Brand,Description,Price,Size,Volume,Classification,PurchasePrice,VendorNumber,VendorName
24398,Fleur de Pnt Nr California,16.99,750mL,750,2,11.4,4425,MARTIGNETTI COMPANIES
3514,Llord's Blue Curacao,5.99,1000mL,1000,1,4.5,2396,BLACK PRINCE DISTILLERY INC
150,Smirnoff Strawberry Vodka,14.49,1000mL,1000,1,10.81,3960,DIAGEO NORTH AMERICA INC   
37735,Walnut Crest Vnto Pnt Grigio,10.99,1500mL,1500,2,7.58,516,BANFI PRODUCTS CORP        
1598,Johnnie Walker Odyssey,949.99,750mL,750,1,736.43,3960,DIAGEO NORTH AMERICA INC   
14216,Hobo Branham Rockpile Znfdl,26.99,750mL,750,2,17.99,1650,Circa Wines                
2684,Wemyss The Hive,59.99,750mL,750,1,38.12,6785,PALM BAY INTERNATIONAL INC 
22105,Castello Di Cacchiano Chiant,39.99,750mL,750,2,26.66,10754,PERFECTA WINES             
2022,Camarena Reposado Tequila,14.99,750mL,750,1,11.27,3252,E & J GALLO WINERY         
3413,Gerston Vintage Scotch,274.99,750mL,750,1,202.2,9165,ULTRA BEVERAGE COMPANY LLP 
15239,Podere Poggio Scalette 07,56.99,750mL,750,2,36.23,2000,SOUTHERN WINE & SPIRITS NE 
3982,Hornitos Reposado Tequila,19.99,750mL,750,1,14.38,12546,JIM BEAM BRANDS COMPANY    
15415,In the Saddle Cab Svgn,8.99,750mL,750,2,5.99,2000,SOUTHERN WINE & SPIRITS NE 
36070,Ch Cos D'Estournel 10,499.99,750mL,750,2,240.26,10754,PERFECTA WINES             
298,Old Mexico Blanco Tequila,8.49,1000mL,1000,1,6.06,9552,M S WALKER INC             
25586,Rex Hill Williamette Pnt Nr,6.99,375mL,375,2,4.57,9165,ULTRA BEVERAGE COMPANY LLP 
8159,Jose Cuervo Especial,25.99,1750mL,1750,1,19.69,7245,PROXIMO SPIRITS INC.       
28856,Seghesio Znfdl Sonoma,19.99,750mL,750,2,11.45,4425,MARTIGNETTI COMPANIES
20682,A Bichot Chablis Vaucopins,41.99,750mL,750,2,19.86,9165,ULTRA BEVERAGE COMPANY LLP 
1605,Jack Daniels Tennessee Fire,31.99,1000mL,1000,1,24.61,1128,BROWN-FORMAN CORP          
19708,Grgich Hills Est Cab Svgn,119.99,1500mL,1500,2,82.75,4425,MARTIGNETTI COMPANIES
25205,Silverado GEO Cab Svg,72.99,750mL,750,2,47.4,4425,MARTIGNETTI COMPANIES
10227,Due Torri Pnt Nr del Venezie,9.99,750mL,750,2,6.16,9165,ULTRA BEVERAGE COMPANY LLP 
24104,Le Paradou Gren Vin de Franc,8.49,750mL,750,2,5.82,9552,M S WALKER INC             
6483,Fetzer Wh Znfdl Cal,8.99,750mL,750,2,5.88,9165,ULTRA BEVERAGE COMPANY LLP 
1039,Three Olives Vodka w/Flask,14.99,750mL,750,1,10.31,7245,PROXIMO SPIRITS INC.       
1505,Cleveland Christmas Bourbon,27.99,750mL,750,1,20.43,9165,ULTRA BEVERAGE COMPANY LLP 
5874,99 Bananas,0.99,50mL,50,1,0.79,660,SAZERAC NORTH AMERICA INC. 
29205,La Terre Merlot,9.49,1500mL,1500,2,6.41,1392,CONSTELLATION BRANDS INC   
3688,Bowman's Light Vodka,5.99,1750mL,1750,1,3.56,8004,SAZERAC CO INC             
3180,New Amsterdam Vodka,16.99,1750mL,1750,1,10.94,3252,E & J GALLO WINERY         
5080,Hpnotiq Harmonie,19.99,750mL,750,1,12.02,3924,HEAVEN HILL DISTILLERIES   
7590,Stoli 80 VAP Lemonade Shaker,16.99,750mL,750,1,13.27,8664,"STOLI GROUP,(USA) LLC      "
3447,Pinnacle Trial 4/50ml Pack,3.99,50mL 4 Pk,50,1,3.17,12546,JIM BEAM BRANDS COMPANY    
19418,Latour 11 Corton-Chrl Bl AC,95.99,750mL,750,2,64.42,9552,M S WALKER INC             
25819,Ch de Mattes Corbieres 13,10.99,750mL,750,2,7.14,9165,ULTRA BEVERAGE COMPANY LLP 
5086,Southern Comfort Pepper,8.99,750mL,750,1,7.08,1128,BROWN-FORMAN CORP          
24293,G&P Ravaut Ladoix Lacorvee,49.99,750mL,750,2,32.89,4425,MARTIGNETTI COMPANIES
37904,Trapiche Broquel Mndz Malbec,12.99,750mL,750,2,6.45,9815,WINE GROUP INC             
19267,Tom Eddy Manchster Ridge Pnt,49.99,750mL,750,2,32.21,9165,ULTRA BEVERAGE COMPANY LLP 
25113,Keller Est 13 Cruz Vyd Chard,36.99,750mL,750,2,25.34,9552,M S WALKER INC             
19139,Gerard Bertrand Orgnic Chard,9.99,750mL,750,2,6.53,9552,M S WALKER INC             
2175,Cedar Ridge Iowa Bourbon,39.99,750mL,750,1,28.98,9552,M S WALKER INC             
7633,Delirio Joven Mezcal,49.99,750mL,750,1,38.75,9165,ULTRA BEVERAGE COMPANY LLP 
16314,Line 39 Chard,9.99,750mL,750,2,5.29,7153,PINE STATE TRADING CO      
16866,Pacifico Sur Rsl Rsv,6.49,750mL,750,2,4.27,90017,THE IMPORTED GRAPE LLC     
46190,Napa Cellars Merlot,20.99,750mL,750,2,14.18,8892,TRINCHERO FAMILY ESTATES   
13662,Duckhorn Decoy Svgn Bl,14.99,750mL,750,2,9.43,4425,MARTIGNETTI COMPANIES
25459,Seven Hills Merlot Seven Hil,32.99,750mL,750,2,21.42,4425,MARTIGNETTI COMPANIES
24991,Ch Behere Courtin Pauillac,58.99,750mL,750,2,40.4,4425,MARTIGNETTI COMPANIES
27579,Zenato Amarone,64.99,750mL,750,2,43.33,2000,SOUTHERN WINE & SPIRITS NE 
19700,Heinrich Vollmer Riesling,11.99,750mL,750,2,8.27,4425,MARTIGNETTI COMPANIES
21584,Fess Parker Ashleys Chard,28.99,750mL,750,2,19.07,7153,PINE STATE TRADING CO      
3670,Kinky Vodka,20.99,750mL,750,1,12.02,7153,PINE STATE TRADING CO      
42801,Benton Lane Pnt Gris Willamt,15.99,750mL,750,2,11.03,4425,MARTIGNETTI COMPANIES 
19376,The Naked Grape Pnt Grigio,17.99,3000mL,3000,2,11.91,3252,E & J GALLO WINERY         
23917,Mionetto Prosecco DOC Brut,27.99,1500mL,1500,2,18.54,9552,M S WALKER INC             
25301,Barrique Pnt Nr,16.99,750mL,750,2,11.64,90024,VINILANDIA USA             
12534,Ch Beaulieu Grand Vin Brdx,11.99,750mL,750,2,6.89,10754,PERFECTA WINES             
38241,Hendry Block 8 Cab Svgn Napa,56.99,750mL,750,2,37.25,10754,PERFECTA WINES             
24863,Double Canyon Heaven H Cab S,23.99,750mL,750,2,16.54,4425,MARTIGNETTI COMPANIES
21367,KJ Est 12 Chard Camelot High,29.99,750mL,750,2,20.4,10000,MAJESTIC FINE WINES        
6124,Naughty Cow,7.49,750mL,750,1,5.9,9165,ULTRA BEVERAGE COMPANY LLP 
2779,Wicked 87 Whiskey,23.99,750mL,750,1,14.7,7153,PINE STATE TRADING CO      
19537,Ch Bianca Pnt Gris,14.99,750mL,750,2,10.13,90010,VINEXTRA INC               
8576,E & J Brandy VS,4.99,375mL,375,1,3.67,3252,E & J GALLO WINERY         
4207,Mr Boston Triple Sec,2.79,1000mL,1000,1,2.05,660,SAZERAC NORTH AMERICA INC. 
27142,Starmont Chard Carneros,11.99,750mL,750,2,7.74,4425,MARTIGNETTI COMPANIES
21227,Livingston Cellars Moscato,7.99,1500mL,1500,2,5.22,3252,E & J GALLO WINERY         
46496,Cavit Wine Pack,17.99,1500mL,1500,2,11.76,6785,PALM BAY INTERNATIONAL INC 
10792,Perrier Jouet Fleur Rose,169.9,750mL,750,2,107.48,17035,PERNOD RICARD USA          
27145,Schmitt Sohne QbA,8.99,750mL,750,2,6.03,9552,M S WALKER INC             
25357,Bench Cab Svgn,21.99,750mL,750,2,15.17,90024,VINILANDIA USA             
16990,Santa Cristina Antinori Wh,11.99,750mL,750,2,6.7,8673,STE MICHELLE WINE ESTATES  
20990,Biokult Gruner Veltliner,13.99,750mL,750,2,9.52,9165,ULTRA BEVERAGE COMPANY LLP 
26750,Baron de Seillac Brut Rose,12.99,750mL,750,2,8.96,3951,HIGHLAND WINE MERCHANTS LLC
1382,Makers 46,39.99,750mL,750,1,28.56,12546,JIM BEAM BRANDS COMPANY    
42677,Kistler Les Noisetiers Sono,54.99,750mL,750,2,37.92,90047,CRUSH WINES                
27348,J Drouhin CdBeaune Vlgs 14,27.99,750mL,750,2,18.06,4425,MARTIGNETTI COMPANIES
13179,Cinquante-Cinq Viogn Lang Wh,13.99,750mL,750,2,9.03,90011,FORTUNE WINE BROKERS LLC   
26028,Wines of Substance Cab Svgn,19.99,750mL,750,2,13.07,10754,PERFECTA WINES             
23406,The Naked Grape Box Merlot,17.99,3000mL,3000,2,11.91,3252,E & J GALLO WINERY         
403,Kahlua Midnight,23.99,1000mL,1000,1,17.26,17035,PERNOD RICARD USA          
15548,Seaglass Chard,8.99,750mL,750,2,6.07,8892,TRINCHERO FAMILY ESTATES   
18774,Rob Stuart Vignette Pinot Nr,26.99,750mL,750,2,17.23,653,STATE WINE & SPIRITS   
25338,Ch Chantelune Margaux,49.99,750mL,750,2,32.46,4425,MARTIGNETTI COMPANIES
8907,Carlo Rossi Burgundy Calif,6.99,1500mL,1500,2,4.63,3252,E & J GALLO WINERY         
23660,Chapoutier Bel Cotes Rhn Ros,12.99,750mL,750,2,8.55,4425,MARTIGNETTI COMPANIES
24006,Jacopo Blondi Santi 10 Sasso,34.99,750mL,750,2,23.8,9552,M S WALKER INC             
3100,Ciroc Red Berry Vodka,47.99,1750mL,1750,1,34.28,3960,DIAGEO NORTH AMERICA INC   
5683,Dr McGillicuddy's Apple Pie,0.49,50mL,50,1,0.39,8004,SAZERAC CO INC             
1086,Hennessy VSOP Privilege VAP,46.99,750mL,750,1,37.29,8112,MOET HENNESSY USA INC      
18938,Schmitt Sohne Funf Sangria,10.99,750mL,750,2,6.49,9552,M S WALKER INC             
818,Gordons London Dry Gin,9.99,1000mL,1000,1,7.35,3960,DIAGEO NORTH AMERICA INC   
7272,Deep Eddy Cranberry Vodka,17.99,750mL,750,1,14.28,3924,HEAVEN HILL DISTILLERIES   
15647,Tortoise Creek Znfdl,11.99,750mL,750,2,8.21,90024,VINILANDIA USA             
23904,C Krug Chard,19.99,750mL,750,2,12.49,2000,SOUTHERN WINE & SPIRITS NE 
2690,Black Velvet Reserve,11.99,750mL,750,1,7.35,1392,CONSTELLATION BRANDS INC   
13994,Banfi Chianti Superiore,9.99,750mL,750,2,5.8,516,BANFI PRODUCTS CORP        
23211,Wild Horse Pnt Gris CC,11.99,750mL,750,2,8.27,1392,CONSTELLATION BRANDS INC   
38668,Mumm Napa Cuvee M Sparkling,19.99,750mL,750,2,12.98,17035,PERNOD RICARD USA          
2277,Kilbeggan Irish Whiskey,22.99,750mL,750,1,17.03,12546,JIM BEAM BRANDS COMPANY    
22345,Rioja Bordon Gran Rsva Tempr,24.99,750mL,750,2,14.83,4425,MARTIGNETTI COMPANIES
11873,Columbia Crest Svgn Bl Wash,6.99,750mL,750,2,4.54,8673,STE MICHELLE WINE ESTATES  
42678,Fish Eye Shiraz,4.99,750mL,750,2,3.33,9815,WINE GROUP INC             
26691,Dom Faiveley Corton-Charl 14,214.99,750mL,750,2,141.44,9744,FREDERICK WILDMAN & SONS   
24229,K Vintners Merlot Northridge,45.99,750mL,750,2,30.66,10754,PERFECTA WINES             
5299,Southern Comfort,21.99,1750mL,1750,1,15.26,1128,BROWN-FORMAN CORP          
10400,Rodney Strong Symmetry,56.99,750mL,750,2,36.05,4425,MARTIGNETTI COMPANIES
21689,Kenwood Merlot 11,8.49,750mL,750,2,5.78,17035,PERNOD RICARD USA          
25419,Kunde Chard Sonoma Valley,14.99,750mL,750,2,9.33,4425,MARTIGNETTI COMPANIES
19704,Cremant de Loire Belle du Nu,17.99,750mL,750,2,8.9,90047,CRUSH WINES                
22860,Graham's Six Grapes Gift Pk,21.99,750mL,750,2,12.25,9552,M S WALKER INC             
42167,Tempranillo Vente Mazzaron,14.99,750mL,750,2,8.6,9552,M S WALKER INC             
23516,Chloe Pnt Nr,12.99,750mL,750,2,7.58,9815,WINE GROUP INC             
426,Crystal Head Vodka,7.99,50mL,50,1,6.29,9165,ULTRA BEVERAGE COMPANY LLP 
32974,Columbia Cellarmster RSV Rsl,11.99,750mL,750,2,7.99,3252,E & J GALLO WINERY         
25141,The Federalist 1776 Zinfande,17.99,750mL,750,2,10.27,4425,MARTIGNETTI COMPANIES
19584,Ciacci 07 Piccolomino Brunlo,59.99,750mL,750,2,40.26,9552,M S WALKER INC             
17432,Predator Old Vine Znfdl Lodi,15.99,750mL,750,2,10.34,4425,MARTIGNETTI COMPANIES
35716,Miner Gary's Vyd Pnt Nr,56.99,750mL,750,2,37.99,4425,MARTIGNETTI COMPANIES
3671,Stolichnaya Razberi,1.99,50mL,50,1,1.54,8664,"STOLI GROUP,(USA) LLC      "
43350,Frenchhouse Chard VDP D'Oc,9.99,750mL,750,2,6.53,7153,PINE STATE TRADING CO      
41213,A to Z Pnt Nr Ore,19.99,750mL,750,2,12.07,9165,ULTRA BEVERAGE COMPANY LLP 
14333,Latour 07 Echezeaux Rouge,167.99,750mL,750,2,109.58,9552,M S WALKER INC             
20715,Gonzalez Bypass Noe Sherry,45.99,375mL,375,2,30.26,653,STATE WINE & SPIRITS   
16148,Cavit Alta Luna Pnt Nr,13.99,750mL,750,2,9.45,6785,PALM BAY INTERNATIONAL INC 
5513,Chi Chi's Mai Tai,10.99,1750mL,1750,1,7.91,660,SAZERAC NORTH AMERICA INC. 
10887,Valle Reale Trebbiano Abruzo,5.99,750mL,750,2,3.99,2000,SOUTHERN WINE & SPIRITS NE 
2809,Full Throttle Blackberry,19.99,750mL,750,1,14.7,653,STATE WINE & SPIRITS   
269,Juarez Triple Sec,3.99,1000mL,1000,1,3.17,8352,LUXCO INC                  
27849,Baglio di Grisi Nero d'Avola,13.99,750mL,750,2,9.2,4425,MARTIGNETTI COMPANIES
25650,Long Barn Chardonnay,9.99,750mL,750,2,6.49,10754,PERFECTA WINES             
5962,Vermont Ice Maple Creme,23.99,750mL,750,1,17.26,9165,ULTRA BEVERAGE COMPANY LLP 
21043,Alexander Vly Vyds Syrah,18.99,750mL,750,2,12.92,7153,PINE STATE TRADING CO      
44484,Sea Ridge Chard Cal,6.99,750mL,750,2,4.76,7153,PINE STATE TRADING CO      
2826,Bowmore Small Batch Sngl Mlt,36.99,750mL,750,1,29.59,12546,JIM BEAM BRANDS COMPANY    
34674,Warre's Altano Douro Portuga,8.99,750mL,750,2,5.84,1587,VINEYARD BRANDS INC        
44186,H Brunier Telegramme Pape,49.99,750mL,750,2,31.03,4425,MARTIGNETTI COMPANIES
6438,Beringer Classic Chenin Blan,5.99,750mL,750,2,3.22,9819,TREASURY WINE ESTATES      
44291,Woop Woop Chard,15.99,750mL,750,2,10.38,10754,PERFECTA WINES             
3015,360 Glazed Donut Vodka,17.99,750mL,750,1,10.23,5992,MCCORMICK DISTILLING CO    
3646,Tarantula Azul Tequila,19.99,1750mL,1750,1,15.38,5992,MCCORMICK DISTILLING CO    
3325,Pinnacle Caramel Apple Vodka,10.99,750mL,750,1,7.4,12546,JIM BEAM BRANDS COMPANY    
40456,Moschofilero Boutari Mantnia,13.99,750mL,750,2,9.33,4425,MARTIGNETTI COMPANIES
5736,Alize Gold Passion,19.99,750mL,750,1,14.7,4692,KOBRAND CORPORATION        
42640,The Monterey Vyds Chard,9.99,750mL,750,2,6.8,1590,DIAGEO CHATEAU ESTATE WINES
23004,Valpolicella Clsco Ripasso,23.99,750mL,750,2,15.89,1650,Circa Wines                
2303,Glenfiddich Age of Discovery,149.99,750mL,750,1,114.5,3664,WILLIAM GRANT & SONS INC   
25057,Jadot Marsannay Clos Roy 13,32.99,750mL,750,2,21.56,4692,KOBRAND CORPORATION        
3702,Kinky Vodka,0.99,50mL,50,1,0.71,7153,PINE STATE TRADING CO      
22108,Emmolo Svgn Blanc,13.99,750mL,750,2,9.08,4425,MARTIGNETTI COMPANIES
27886,Roth Estate Pinot Noir,14.99,750mL,750,2,10.06,4425,MARTIGNETTI COMPANIES
22460,Uppercut Chard,13.99,750mL,750,2,9.58,1590,DIAGEO CHATEAU ESTATE WINES
14420,Livingston Clrs Pnt Grigio,7.99,1500mL,1500,2,5.15,3252,E & J GALLO WINERY         
19394,Dom du Gr Montmirall Gigonda,29.99,750mL,750,2,19.35,4425,MARTIGNETTI COMPANIES
1380,Bulleit 95 Rye,49.99,1750mL,1750,1,34.05,3960,DIAGEO NORTH AMERICA INC   
11888,Penfolds Koonunga Hills Shir,10.99,750mL,750,2,7.53,4425,MARTIGNETTI COMPANIES
45293,C K Mondavi Willw Pnt Grigio,6.99,750mL,750,2,4.69,2000,SOUTHERN WINE & SPIRITS NE 
22644,Gaston & Ravaut Bourgn Chard,27.99,750mL,750,2,18.91,4425,MARTIGNETTI COMPANIES
216,Absolut Raspberri,21.99,1000mL,1000,1,15.62,17035,PERNOD RICARD USA          
2642,BenRiach Curiositas 10 Yr,49.49,750mL,750,1,39.59,9165,ULTRA BEVERAGE COMPANY LLP 
25989,Antech Limoux Emotion Sprklg,13.99,750mL,750,2,9.45,9165,ULTRA BEVERAGE COMPANY LLP 
23451,Terra Mia Lacryma Christi Wh,13.49,750mL,750,2,8.33,1650,Circa Wines                
5609,Integre Vodka,5.99,750mL,750,1,4.68,9552,M S WALKER INC             
3728,Absolut Citron,24.99,1750mL,1750,1,18.93,17035,PERNOD RICARD USA          
16155,Joseph Phelps Insignia 08,159.99,750mL,750,2,105.95,9165,ULTRA BEVERAGE COMPANY LLP 
20728,Villa Jolanda Cocnut Moscato,8.99,750mL,750,2,6.2,7153,PINE STATE TRADING CO      
46734,Gnarly Head Cab Svgn Cal,9.99,750mL,750,2,6.84,2242,DELICATO VINEYARDS INC     
3601,Remy Martin V,36.99,750mL,750,1,26.61,7239,REMY COINTREAU USA INC     
23103,DeLille Cellars Gr Ciel Cab,129.99,750mL,750,2,84.41,4425,MARTIGNETTI COMPANIES
4266,Bacardi Pineapple Fusion Rum,5.99,375mL,375,1,4.54,480,BACARDI USA INC            
44662,Caposaldo Pnt Grigio Veneto,8.99,750mL,750,2,5.95,4692,KOBRAND CORPORATION        
15330,Rex Goliath Moscato,13.99,1500mL,1500,2,9.45,1392,CONSTELLATION BRANDS INC   
25291,Notre Dame Cousignac 13 Gigo,17.99,750mL,750,2,12.41,9165,ULTRA BEVERAGE COMPANY LLP 
36749,Framboise Pacific Rim Infusn,15.99,375mL,375,2,10.38,9165,ULTRA BEVERAGE COMPANY LLP 
25926,Outlier Pnt Nr,11.49,750mL,750,2,7.71,8892,TRINCHERO FAMILY ESTATES   
43801,C Y Toro Frontera Cab Svgn,8.99,1500mL,1500,2,5.84,516,BANFI PRODUCTS CORP        
28497,Warre's Fine Selected Ruby P,11.99,750mL,750,2,8.16,1587,VINEYARD BRANDS INC        
25058,Jadot Bourgogne Le Chapitre,28.99,750mL,750,2,19.33,4692,KOBRAND CORPORATION        
28889,Peter Vella Chard Cal B/B,15.99,5000mL,5000,2,10.61,3252,E & J GALLO WINERY         
17706,Il Donato Vino Rosso Puglia,8.99,750mL,750,2,6.12,9552,M S WALKER INC             
20395,Antico Colle Rosso di Montep,9.99,750mL,750,2,6.49,7255,PSP WINES 
3524,Pravda Polish Vodka,19.99,750mL,750,1,14.7,4380,CHARLES JACQUIN ET CIE INC 
33579,Tommasi Valpo Clsc Supr Rafl,15.99,750mL,750,2,10.52,4425,MARTIGNETTI COMPANIES
22440,S Aviron 12 Fleurie Madrieir,21.99,750mL,750,2,14.86,9744,FREDERICK WILDMAN & SONS   
18664,Corvo Moscato Siciliarvo,9.99,750mL,750,2,6.57,10754,PERFECTA WINES             
25868,Comm Bargemone d'Aix Blanc,19.99,750mL,750,2,13.79,10754,PERFECTA WINES             
22528,Jadot Clos Vougeot 12,139.99,750mL,750,2,93.95,4692,KOBRAND CORPORATION        
43308,Penfolds Koonunga Hil Shiraz,9.99,750mL,750,2,6.89,4425,MARTIGNETTI COMPANIES
25570,Steele Wines Scarlet Lake Cn,6.99,750mL,750,2,4.72,9552,M S WALKER INC             
27749,Wind Gap 13 Syrah Sonoma,39.99,750mL,750,2,26.31,9552,M S WALKER INC             
15264,Bridlewood Cab Svgn,13.99,750mL,750,2,9.52,3252,E & J GALLO WINERY         
33968,Barbera D'Asti Prunotto Fiul,13.99,750mL,750,2,9.14,8673,STE MICHELLE WINE ESTATES  
25809,Hoopes Napa Cab Svgn,45.99,750mL,750,2,31.07,9165,ULTRA BEVERAGE COMPANY LLP 
22418,Pizzolato Moscato,13.99,750mL,750,2,9.58,9165,ULTRA BEVERAGE COMPANY LLP 
26779,Stonehedge Cab Svgn Cal,9.99,750mL,750,2,6.8,9165,ULTRA BEVERAGE COMPANY LLP 
10236,Layer Cake Malbec Mendoza,14.99,750mL,750,2,7.81,4425,MARTIGNETTI COMPANIES
2153,Black Velvet Cinnamon Rush,8.99,750mL,750,1,6.61,1392,CONSTELLATION BRANDS INC   
22621,A Bichot Adelie Mercury,33.99,750mL,750,2,22.81,9165,ULTRA BEVERAGE COMPANY LLP 
24066,Camelot Merlot,10.99,1500mL,1500,2,7.18,7153,PINE STATE TRADING CO      
24873,Fontana Candida Pinot Grigi,9.99,750mL,750,2,5.99,516,BANFI PRODUCTS CORP        
26032,Ferrari Carano Prevail,89.99,750mL,750,2,60.8,2000,SOUTHERN WINE & SPIRITS NE 
22554,Jadot Pernand Croix Blanc 12,34.99,750mL,750,2,23.64,4692,KOBRAND CORPORATION        
22914,Mount Veeder Cab Svgn,29.99,750mL,750,2,19.86,1392,CONSTELLATION BRANDS INC   
17118,Heitz Martha's Vyd Cab Svgn,224.99,750mL,750,2,145.15,4425,MARTIGNETTI COMPANIES
20427,Fattoria Heba Marellino 11,16.99,750mL,750,2,11.4,9165,ULTRA BEVERAGE COMPANY LLP 
17281,Ch Magrez Fombrauge 09,183.99,750mL,750,2,89.03,9165,ULTRA BEVERAGE COMPANY LLP 
9090,Harmon Buffalo Trace Barrel,24.99,750mL,750,1,18.93,8004,SAZERAC CO INC             
27396,J Drouhin Pouilly Vinzelles,19.99,750mL,750,2,13.69,4425,MARTIGNETTI COMPANIES
3613,Bacardi Reserva Limitada,89.99,750mL,750,1,67.66,480,BACARDI USA INC            
11214,Caymus Cab Svgn Napa Vly,74.99,750mL,750,2,50.33,4425,MARTIGNETTI COMPANIES
35411,Yellow Tail Chard Ausl,6.99,750mL,750,2,4.69,4425,MARTIGNETTI COMPANIES
284,Milagro Tequila Anejo SBR,77.99,750mL,750,1,53.43,3664,WILLIAM GRANT & SONS INC   
18739,Robert Sinskey POV Napa Red,36.99,750mL,750,2,23.33,10754,PERFECTA WINES             
25006,Volpaia Prelius Vermentino,14.99,750mL,750,2,10.34,4425,MARTIGNETTI COMPANIES
5694,Ice Box Mudslide,9.99,1750mL,1750,1,7.74,8004,SAZERAC CO INC             
15297,Flip Flop Rsl,7.99,750mL,750,2,3.97,9815,WINE GROUP INC             
3699,Chopin Vodka,39.99,1750mL,1750,1,31.0,6213,MHW LTD                    
4498,Calvados Boulard Grnd Brandy,42.99,750mL,750,1,28.56,6785,PALM BAY INTERNATIONAL INC 
6481,Korbel Natural,15.99,750mL,750,2,10.13,1128,BROWN-FORMAN CORP          
16557,Arrowood Cab Svgn Sonoma Vly,29.99,750mL,750,2,19.99,9552,M S WALKER INC             
278,Cazadores Reposado Tequila,28.99,1000mL,1000,1,21.96,480,BACARDI USA INC            
20776,JM Gobillard Tradition Brut,39.99,750mL,750,2,23.33,90047,CRUSH WINES                
13129,Salmon Creek Cab Svgn Cal,10.99,1500mL,1500,2,7.14,9552,M S WALKER INC             
1056,Dry Sack Sherry Gift Pack,13.49,750mL,750,2,9.18,6785,PALM BAY INTERNATIONAL INC 
1696,Imperial Blended Whiskey,12.49,1750mL,1750,1,9.12,660,SAZERAC NORTH AMERICA INC. 
25520,Nobilo Chard,10.99,750mL,750,2,7.23,1392,CONSTELLATION BRANDS INC   
16839,Le Gr Bouqueteau Chinon Roug,15.99,750mL,750,2,10.38,90010,VINEXTRA INC               
32203,Rancho Zabaco Heritage Znfdl,12.99,750mL,750,2,8.38,3252,E & J GALLO WINERY         
19488,Ram Island Mead Iced Tea,5.99,500mL,500,2,4.13,9165,ULTRA BEVERAGE COMPANY LLP 
12901,Madria Sangria,7.99,1500mL,1500,2,5.19,3252,E & J GALLO WINERY         
24952,Jackhammer Chard Monterey,16.99,750mL,750,2,9.2,10754,PERFECTA WINES             
27334,Gilmanton Blueberry Surprise,15.99,750mL,750,2,10.52,3551,GILMANTON WINERY & VINEYARD
26066,Bell'Agio Rosso Dolce,12.99,750mL,750,2,8.66,516,BANFI PRODUCTS CORP        
418,Darioush Chard,49.99,750mL,750,2,33.11,17033,SEA BREEZE CELLARS LLC     
4191,Ypioca Cachaca Crystal Rum,18.99,1000mL,1000,1,14.17,9165,ULTRA BEVERAGE COMPANY LLP 
36073,Ch Malartic-Lagraviere 10 Pe,89.99,750mL,750,2,42.76,10754,PERFECTA WINES             
22958,Cavit Select Red Blend,6.99,750mL,750,2,4.57,6785,PALM BAY INTERNATIONAL INC 
6273,Vendange Wh Znfdl,9.99,1500mL,1500,2,4.66,1392,CONSTELLATION BRANDS INC   
24853,Cantine Cantena Fiano Avelno,18.99,750mL,750,2,13.01,3951,HIGHLAND WINE MERCHANTS LLC
44754,Bollinger RD,239.99,750mL,750,2,156.86,4425,MARTIGNETTI COMPANIES
18073,Debauchery Pnt Nr,13.99,750mL,750,2,3.94,9165,ULTRA BEVERAGE COMPANY LLP 
5314,Dewars Highlander Honey,0.99,50mL,50,1,0.72,480,BACARDI USA INC            
27775,Jadot Fixin 14,34.99,750mL,750,2,24.13,4692,KOBRAND CORPORATION        
27784,Jadot Monthelle Les Sous 14,34.99,750mL,750,2,22.72,4692,KOBRAND CORPORATION        
21750,Santos Sangria,9.99,1500mL,1500,2,6.84,10754,PERFECTA WINES             
19603,Ch Jean De Gue Lalande 10,42.99,750mL,750,2,29.24,7749,R.P.IMPORTS INC            
16046,Entwine Chard,13.99,750mL,750,2,9.2,2000,SOUTHERN WINE & SPIRITS NE 
17828,Charles de Cazanove Brut,30.99,750mL,750,2,19.46,7153,PINE STATE TRADING CO      
3712,Don Eduardo Silver Tequila,24.99,750mL,750,1,18.11,1128,BROWN-FORMAN CORP          
5312,Amaretto DiSaronno,21.99,750mL,750,1,14.7,2555,DISARONNO INTERNATIONAL LLC
8875,Freixenet Cordon Negro Brut,22.99,1500mL,1500,2,15.33,4425,MARTIGNETTI COMPANIES
44734,Casa Liliana Good Pnt Grg,10.99,750mL,750,2,5.44,90024,VINILANDIA USA             
25751,Riunite Peach Moscato,9.99,1500ml,1500,2,6.8,516,BANFI PRODUCTS CORP        
19465,Flagstone Longitude Red,6.99,750mL,750,2,4.72,2000,SOUTHERN WINE & SPIRITS NE 
46199,Man Chenin Blanc,7.99,750mL,750,2,5.15,1587,VINEYARD BRANDS INC        
34777,Bandol Dom Gros Nore,46.99,750mL,750,2,32.41,4425,MARTIGNETTI COMPANIES
22968,Klinker Brick Marisa Znfdl,34.99,750mL,750,2,23.33,9552,M S WALKER INC             
24368,Navarro Vyds Late Harvest Ge,18.99,375mL,375,2,12.49,90047,CRUSH WINES                
26707,Faustino Gr Rsva Rioja,24.99,750mL,750,2,16.12,6785,PALM BAY INTERNATIONAL INC 
5702,Art In The Age Root Liqueur,29.99,750mL,750,1,21.89,3664,WILLIAM GRANT & SONS INC   
13061,P Michael Les Pavots Est Brd,187.99,750mL,750,2,126.17,4425,MARTIGNETTI COMPANIES
16727,Bitch Grenache Aragon,13.99,750mL,750,2,9.33,4425,MARTIGNETTI COMPANIES
